SampleID,Latitude,Longitude,Date,Year,Source,SiteName,Detection,Type
705,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,752531.495,Soil
706,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,126732.946,Soil
707,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,672121.626,Soil
708,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,882760.522,Soil
709,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,686979.971,Soil
710,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,191410.45,Soil
711,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,193158.491,Soil
712,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,817208.999,Soil
713,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,834689.405,Soil
714,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,1319770.68,Soil
715,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,2604580.55,Soil
716,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,2158830.19,Soil
717,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,900240.929,Soil
718,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,2316153.85,Soil
719,35.570672,-119.82144,11/8/17,2017,JT_Highway33,NA,2630801.16,Soil
720,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,94394.1945,Soil
721,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,43875.82,Soil
722,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,455364.586,Soil
723,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,1415912.92,Soil
724,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,34261.5965,Soil
725,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,54189.2598,Soil
726,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,891500.726,Soil
727,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,511301.887,Soil
728,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,978902.758,Soil
729,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,47197.0972,Soil
730,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,1267329.46,Soil
731,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,50430.9724,Soil
732,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,72106.6763,Soil
733,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,79448.447,Soil
734,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,1118746.01,Soil
735,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,860035.994,Soil
736,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,423899.855,Soil
737,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,10750.4499,Soil
738,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,8565.39913,Soil
739,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,160819.739,Soil
740,35.795795,-119.98771,10/23/18,2018,JT_Highway33,NA,6546.41219,Soil
741,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,374954.717,Soil
742,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,221127.141,Soil
743,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,143339.332,Soil
744,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,413411.611,Soil
745,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,222001.161,Soil
746,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,1512055.15,Soil
747,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,395931.205,Soil
748,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,159945.718,Soil
749,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,236859.507,Soil
750,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,202772.714,Soil
751,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,199276.633,Soil
752,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,566365.167,Soil
753,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,210638.897,Soil
754,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,187914.369,Soil
755,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,493821.48,Soil
756,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,908981.132,Soil
757,35.795795,-119.98771,8/23/18,2018,JT_Highway33,NA,263954.136,Soil
758,35.795795,-119.98771,7/25/18,2018,JT_Highway33,NA,402923.367,Soil
759,35.795795,-119.98771,7/25/18,2018,JT_Highway33,NA,187914.369,Soil
760,35.795795,-119.98771,7/25/18,2018,JT_Highway33,NA,1162447.02,Soil
761,35.795795,-119.98771,7/25/18,2018,JT_Highway33,NA,1739300.44,Soil
762,35.795795,-119.98771,7/25/18,2018,JT_Highway33,NA,1284809.87,Soil
763,35.795795,-119.98771,7/25/18,2018,JT_Highway33,NA,1389692.31,Soil
764,35.795795,-119.98771,7/25/18,2018,JT_Highway33,NA,2036467.34,Soil
765,35.795795,-119.98771,7/25/18,2018,JT_Highway33,NA,1398432.51,Soil
766,35.795795,-119.98771,7/25/18,2018,JT_Highway33,NA,1442133.53,Soil
767,35.795795,-119.98771,7/25/18,2018,JT_Highway33,NA,1258589.26,Soil
768,35.795795,-119.98771,6/19/18,2018,JT_Highway33,NA,824201.161,Soil
769,35.795795,-119.98771,6/19/18,2018,JT_Highway33,NA,305907.112,Soil
770,35.795795,-119.98771,6/19/18,2018,JT_Highway33,NA,683483.89,Soil
771,35.795795,-119.98771,6/19/18,2018,JT_Highway33,NA,452742.525,Soil
772,35.795795,-119.98771,6/19/18,2018,JT_Highway33,NA,672995.646,Soil
773,35.795795,-119.98771,6/19/18,2018,JT_Highway33,NA,667751.524,Soil
774,35.795795,-119.98771,6/19/18,2018,JT_Highway33,NA,344364.006,Soil
775,35.795795,-119.98771,6/19/18,2018,JT_Highway33,NA,1101265.6,Soil
776,35.795795,-119.98771,5/17/18,2018,JT_Highway33,NA,5139239.48,Soil
777,35.795795,-119.98771,5/17/18,2018,JT_Highway33,NA,5969558.78,Soil
778,35.795795,-119.98771,5/17/18,2018,JT_Highway33,NA,3627184.33,Soil
779,35.795795,-119.98771,5/17/18,2018,JT_Highway33,NA,7280589.26,Soil
780,35.795795,-119.98771,5/17/18,2018,JT_Highway33,NA,3976792.45,Soil
781,35.795795,-119.98771,5/17/18,2018,JT_Highway33,NA,5777274.31,Soil
782,35.795795,-119.98771,5/17/18,2018,JT_Highway33,NA,3382458.64,Soil
783,35.795795,-119.98771,5/17/18,2018,JT_Highway33,NA,4326400.58,Soil
784,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,579475.472,Soil
785,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,663381.422,Soil
786,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,1223628.45,Soil
787,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,427395.936,Soil
788,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,860910.015,Soil
789,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,1721820.03,Soil
790,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,241229.608,Soil
791,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,827697.242,Soil
792,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,417781.713,Soil
793,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,771759.942,Soil
794,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,1669378.81,Soil
795,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,312899.274,Soil
796,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,81546.0958,Soil
797,35.795795,-119.98771,4/19/18,2018,JT_Highway33,NA,344364.006,Soil
798,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,5488847.61,Soil
799,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,5925857.76,Soil
800,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,4387582,Soil
801,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,6869799.71,Soil
802,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,5873416.55,Soil
803,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,7123265.6,Soil
804,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,5156719.88,Soil
805,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,4632307.69,Soil
806,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,31377329.5,Soil
807,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,21937910,Soil
808,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,28230856.3,Soil
809,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,28580464.4,Soil
810,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,21063889.7,Soil
811,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,25696197.4,Soil
812,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,27968650.2,Soil
813,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,26482815.7,Soil
814,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,2482217.71,Soil
815,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,3478600.87,Soil
816,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,1905364.3,Soil
817,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,2552139.33,Soil
818,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,2132609.58,Soil
819,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,2289933.24,Soil
820,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,2053947.75,Soil
821,35.795795,-119.98771,3/17/18,2018,JT_Highway33,NA,2910487.66,Soil
822,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,431766.038,Soil
823,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,190536.43,Soil
824,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,43875.82,Soil
825,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,367962.554,Soil
826,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,335623.803,Soil
827,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,90024.0929,Soil
828,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,3758287.37,Soil
829,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,3478600.87,Soil
830,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,4553645.86,Soil
831,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,4614827.29,Soil
832,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,3688365.75,Soil
833,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,3600963.72,Soil
834,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,4990656.02,Soil
835,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,5401445.57,Soil
836,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,4125375.91,Soil
837,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,2018986.94,Soil
838,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,4204037.74,Soil
839,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,4474984.03,Soil
840,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,3705846.15,Soil
841,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,3644664.73,Soil
842,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,4134116.11,Soil
843,35.795795,-119.98771,2/15/18,2018,JT_Highway33,NA,2045207.55,Soil
844,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,5130499.27,Soil
845,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,3670885.34,Soil
846,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,3784507.98,Soil
847,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,3609703.92,Soil
848,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,4291439.77,Soil
849,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,3277576.2,Soil
850,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,4798371.55,Soil
851,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,3085291.73,Soil
852,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,5506328.01,Soil
853,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,3871910.01,Soil
854,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,4710969.52,Soil
855,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,4003013.06,Soil
856,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,5034357.04,Soil
857,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,5349004.35,Soil
858,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,5462627,Soil
859,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,4676008.71,Soil
860,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,684357.91,Soil
861,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,395931.205,Soil
862,35.795795,-119.98771,12/14/17,2017,JT_Highway33,NA,203646.734,Soil
863,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,697468.215,Soil
864,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,820705.08,Soil
865,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1407172.71,Soil
866,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1468354.14,Soil
867,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,846051.669,Soil
868,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,504309.724,Soil
869,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1267329.46,Soil
870,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1319770.68,Soil
871,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,429143.977,Soil
872,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,620554.427,Soil
873,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,345238.026,Soil
874,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,565491.147,Soil
875,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1092525.4,Soil
876,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,391561.103,Soil
877,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1345991.29,Soil
878,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1101265.6,Soil
879,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,312899.274,Soil
880,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,496443.541,Soil
881,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1669378.81,Soil
882,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,987642.961,Soil
883,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1678119.01,Soil
884,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1241108.85,Soil
885,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1101265.6,Soil
886,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,191410.45,Soil
887,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,2263712.63,Soil
888,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1852923.08,Soil
889,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,4169076.92,Soil
890,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1783001.45,Soil
891,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1713079.83,Soil
892,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,2997889.7,Soil
893,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,2997889.7,Soil
894,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1407172.71,Soil
895,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,254339.913,Soil
896,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,562869.086,Soil
897,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,291922.787,Soil
898,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1459613.93,Soil
899,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1197407.84,Soil
900,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,554128.882,Soil
901,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,93520.1742,Soil
902,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,792736.43,Soil
903,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1616937.59,Soil
904,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1127486.21,Soil
905,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,340867.925,Soil
906,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,689602.032,Soil
907,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,483333.237,Soil
908,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,267450.218,Soil
909,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,645901.016,Soil
910,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,291048.766,Soil
911,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,1153706.82,Soil
912,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,996383.164,Soil
913,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,74641.3353,Soil
914,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,64939.7097,Soil
915,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,771759.942,Soil
916,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,514797.968,Soil
917,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,255213.933,Soil
918,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,354852.25,Soil
919,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,174804.064,Soil
920,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,478963.135,Soil
921,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,917721.335,Soil
922,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,645026.996,Soil
923,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,338245.864,Soil
924,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,917721.335,Soil
925,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,403797.388,Soil
926,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,419529.753,Soil
927,35.795795,-119.98771,11/8/17,2017,JT_Highway33,NA,123236.865,Soil
928,34.9898165,-119.48191,7/19/21,2021,Carizzo,NA,4,Burrow
929,34.9898165,-119.48191,7/19/21,2021,Carizzo,NA,3,Burrow
930,35.0278528,-119.54484,10/24/21,2021,Carizzo,NA,4,Burrow
931,35.0278528,-119.54484,10/24/21,2021,Carizzo,NA,4,Burrow
932,35.0278528,-119.54484,10/24/21,2021,Carizzo,NA,4,Burrow
933,35.0278528,-119.54484,10/24/21,2021,Carizzo,NA,4,Burrow
934,35.0587815,-119.68004,4/11/22,2022,Carizzo,NA,4,Burrow
935,35.0589899,-119.67955,4/19/21,2021,Carizzo,NA,4,Burrow
936,35.0589899,-119.67955,4/19/21,2021,Carizzo,NA,3,Burrow
937,35.0589899,-119.67955,4/19/21,2021,Carizzo,NA,4,Burrow
938,35.0590191,-119.67962,10/24/21,2021,Carizzo,NA,4,Burrow
939,35.0590191,-119.67962,10/24/21,2021,Carizzo,NA,4,Burrow
940,35.0590191,-119.67962,10/24/21,2021,Carizzo,NA,4,Burrow
941,35.0590191,-119.67962,10/24/21,2021,Carizzo,NA,4,Burrow
942,35.0590383,-119.67959,7/21/21,2021,Carizzo,NA,4,Burrow
943,35.0590383,-119.67959,7/21/21,2021,Carizzo,NA,4,Burrow
944,35.0590383,-119.67959,7/21/21,2021,Carizzo,NA,4,Burrow
945,35.0590383,-119.67959,7/21/21,2021,Carizzo,NA,4,Burrow
946,35.0590383,-119.67959,7/21/21,2021,Carizzo,NA,4,Burrow
947,35.0590692,-119.60929,7/21/21,2021,Carizzo,NA,4,Burrow
948,35.0590692,-119.60929,7/21/21,2021,Carizzo,NA,4,Burrow
949,35.0590692,-119.60929,7/21/21,2021,Carizzo,NA,4,Burrow
950,35.0592504,-119.68033,4/19/21,2021,Carizzo,NA,3,Burrow
951,35.0592504,-119.68033,4/19/21,2021,Carizzo,NA,4,Burrow
952,35.0592504,-119.68033,4/19/21,2021,Carizzo,NA,4,Burrow
953,35.0592504,-119.68033,4/19/21,2021,Carizzo,NA,4,Burrow
954,35.059276,-119.68029,4/19/21,2021,Carizzo,NA,3,Burrow
955,35.0592786,-119.68034,7/21/21,2021,Carizzo,NA,4,Burrow
956,35.0592786,-119.68034,7/21/21,2021,Carizzo,NA,4,Burrow
957,35.0592786,-119.68034,7/21/21,2021,Carizzo,NA,4,Burrow
